Play,Closest play Spacy,Closest distance Spacy,Closest play Manual,Closest distance Manual,Closest play with stopwords,Closest distance with stopwords,All agree,Stopwords agree,Same author Manual or Spacy,Same author Manual,Same author with stopwords
regnard-arlequin-aux-enfers,regnard-divorce,0.007,musset-barberine,0.0171,regnard-divorce,0.0021,FALSE,FALSE,TRUE,FALSE,TRUE
dufresny-faux-honnete-homme,dancourt-madame-artus,0.0074,dufresny-joueuse,0.0175,dufresny-jaloux-honteux,0.0021,FALSE,FALSE,FALSE,TRUE,TRUE
corneillet-amour-a-la-mode,corneillep-suite-menteur,0.0039,corneillep-suite-menteur,0.0041,corneillep-suite-menteur,0.0022,TRUE,TRUE,FALSE,FALSE,FALSE
corneillep-attila,corneillep-sertorius,0.0033,corneillep-sertorius,0.0046,corneillep-sertorius,0.0022,TRUE,TRUE,TRUE,TRUE,TRUE
du-ryer-dynamis,du-ryer-alcionee,0.0029,du-ryer-themistocle,0.005,du-ryer-lucrece,0.0022,FALSE,FALSE,TRUE,TRUE,TRUE
rotrou-deux-pucelles,rotrou-cleagenor,0.0032,rotrou-belle-alphrede,0.005,rotrou-belle-alphrede,0.0022,FALSE,FALSE,TRUE,TRUE,TRUE
corneillep-rodogune,corneillep-oedipe,0.0041,corneillep-pertharite,0.0051,corneillep-theodore,0.0022,FALSE,FALSE,TRUE,TRUE,TRUE
pradon-mort-de-bajazet,pradon-statira,0.0073,pradon-statira,0.0063,pradon-phedre,0.0022,FALSE,TRUE,TRUE,TRUE,TRUE
marivaux-triomphe-de-l-amour,marivaux-prince-travesti,0.0049,marivaux-serments-indiscrets,0.0066,marivaux-prince-travesti,0.0022,FALSE,FALSE,TRUE,TRUE,TRUE
voltaire-zaire,la-motte-machabees,0.0075,voltaire-zulime,0.0068,voltaire-zulime,0.0022,FALSE,FALSE,FALSE,TRUE,TRUE
corneillep-clitandre,tristan-mort-de-chrispe,0.0048,corneillep-melite-33,0.0072,corneillep-melite-33,0.0022,FALSE,FALSE,FALSE,TRUE,TRUE
du-ryer-lucrece,mairet-sophonisbe,0.005,desfontaines-veritable-semiramis,0.0075,du-ryer-dynamis,0.0022,FALSE,FALSE,FALSE,FALSE,TRUE
pradon-phedre,crebillon-electre,0.0055,racine-andromaque,0.008,pradon-mort-de-bajazet,0.0022,FALSE,FALSE,FALSE,FALSE,TRUE
corneillet-bradamante,boyer-jeune-marius,0.009,corneillet-camma,0.0093,corneillet-theodat,0.0022,FALSE,FALSE,FALSE,TRUE,TRUE
sophocle-oedipe-roi,sophocle-electre,0.005,sophocle-oedipe-a-colone,0.0094,sophocle-electre,0.0022,FALSE,FALSE,TRUE,TRUE,TRUE
regnard-coquette,regnard-arlequin-bonnes-fortunes,0.004,regnard-filles-errantes,0.0097,regnard-arlequin-bonnes-fortunes,0.0022,FALSE,FALSE,TRUE,TRUE,TRUE
regnard-filles-errantes,regnard-coquette,0.0062,regnard-coquette,0.0097,regnard-arlequin-bonnes-fortunes,0.0022,FALSE,TRUE,TRUE,TRUE,TRUE
marivaux-prince-travesti,marivaux-triomphe-de-l-amour,0.0049,marivaux-jeu-de-l-amour-et-du-hasard,0.0109,marivaux-triomphe-de-l-amour,0.0022,FALSE,FALSE,TRUE,TRUE,TRUE
regnard-arlequin-bonnes-fortunes,regnard-coquette,0.004,regnard-filles-errantes,0.0143,regnard-coquette,0.0022,FALSE,FALSE,TRUE,TRUE,TRUE
crebillon-xerxes,crebillon-rhadamisthe,0.0042,crebillon-rhadamisthe,0.0039,crebillon-atree-thyeste,0.0023,FALSE,TRUE,TRUE,TRUE,TRUE
rotrou-cleagenor,rotrou-deux-pucelles,0.0032,rotrou-agesilan,0.0041,rotrou-la-diane,0.0023,FALSE,FALSE,TRUE,TRUE,TRUE
du-ryer-alcionee,du-ryer-dynamis,0.0029,du-ryer-dynamis,0.0052,du-ryer-cleomedon,0.0023,FALSE,TRUE,TRUE,TRUE,TRUE
la-calprenede-edouard,la-calprenede-comte-d-essex,0.0045,la-calprenede-comte-d-essex,0.0054,la-calprenede-phalante,0.0023,FALSE,TRUE,TRUE,TRUE,TRUE
du-ryer-anaxandre,du-ryer-nitocris,0.0053,du-ryer-nitocris,0.0054,du-ryer-nitocris,0.0023,TRUE,TRUE,TRUE,TRUE,TRUE
regnard-distrait,regnard-joueur,0.0054,biancollelli-arlequin-gentilhomme,0.0061,regnard-joueur,0.0023,FALSE,FALSE,TRUE,FALSE,TRUE
corneillep-nicomede,corneillep-sertorius,0.0064,corneillep-sertorius,0.0066,corneillep-don-sanche,0.0023,FALSE,TRUE,TRUE,TRUE,TRUE
corneillep-heraclius,corneillep-oedipe,0.0064,corneillep-oedipe,0.0067,corneillet-darius,0.0023,FALSE,TRUE,TRUE,TRUE,FALSE
la-calprenede-phalante,baro-parthenie,0.0055,la-calprenede-edouard,0.0072,la-calprenede-edouard,0.0023,FALSE,FALSE,FALSE,TRUE,TRUE
marivaux-annibal,corneillet-mort-annibal,0.0077,corneillet-mort-annibal,0.0073,corneillep-sertorius,0.0023,FALSE,TRUE,FALSE,FALSE,FALSE
marivaux-fausses-confidences,marivaux-petit-maitre-corrige,0.005,marivaux-prejuge-vaincu,0.0091,marivaux-prejuge-vaincu,0.0023,FALSE,FALSE,TRUE,TRUE,TRUE
marivaux-prejuge-vaincu,marivaux-mere-confidente,0.0062,marivaux-fausses-confidences,0.0091,marivaux-fausses-confidences,0.0023,FALSE,FALSE,TRUE,TRUE,TRUE
regnard-joueur,regnard-distrait,0.0054,regnard-distrait,0.0094,regnard-distrait,0.0023,TRUE,TRUE,TRUE,TRUE,TRUE
marivaux-seconde-surprise-de-l-amour,marivaux-fausse-suivante,0.0046,marivaux-fausse-suivante,0.0117,marivaux-legs,0.0023,FALSE,TRUE,TRUE,TRUE,TRUE
diderot-est-il-bon-est-il-mechant,diderot-piece-prologue,0.0009,diderot-piece-prologue,0.013,diderot-piece-prologue,0.0023,TRUE,TRUE,TRUE,TRUE,TRUE
diderot-piece-prologue,diderot-est-il-bon-est-il-mechant,0.0009,diderot-est-il-bon-est-il-mechant,0.013,diderot-est-il-bon-est-il-mechant,0.0023,TRUE,TRUE,TRUE,TRUE,TRUE
marivaux-legs,marivaux-seconde-surprise-de-l-amour,0.0057,marivaux-seconde-surprise-de-l-amour,0.0141,marivaux-seconde-surprise-de-l-amour,0.0023,TRUE,TRUE,TRUE,TRUE,TRUE
marivaux-double-inconstance,marivaux-surprise-de-l-amour,0.0062,marivaux-jeu-de-l-amour-et-du-hasard,0.0153,marivaux-epreuve,0.0023,FALSE,FALSE,TRUE,TRUE,TRUE
corneillep-othon,corneillep-pulcherie,0.0039,corneillep-sophonisbe,0.004,corneillep-tite,0.0024,FALSE,FALSE,TRUE,TRUE,TRUE
corneillet-antiochus,corneillet-ariane,0.0044,corneillet-theodat,0.0048,corneillet-mort-empereur-commode,0.0024,FALSE,FALSE,TRUE,TRUE,TRUE
corneillep-toison,corneillep-andromede,0.0054,corneillep-andromede,0.0048,corneillep-attila,0.0024,FALSE,TRUE,TRUE,TRUE,TRUE
rotrou-captifs,rotrou-la-soeur,0.0042,rotrou-la-soeur,0.005,pousset-de-montauban-felicie,0.0024,FALSE,TRUE,TRUE,TRUE,FALSE
corneillep-oedipe,corneillep-rodogune,0.0041,corneillep-rodogune,0.0057,quinault-astrate,0.0024,FALSE,TRUE,TRUE,TRUE,FALSE
la-chapelle-zaide,du-ryer-alcionee,0.0048,gresset-edouard-iii,0.006,crebillon-xerxes,0.0024,FALSE,FALSE,FALSE,FALSE,FALSE
chevalier-pedagogue-amoureux,moliere-ecole-des-femmes,0.0068,moliere-depit-amoureux,0.0061,moliere-etourdi,0.0024,FALSE,FALSE,FALSE,FALSE,FALSE
scarron-fausse-apparence,corneillet-engagements-du-hasard,0.0074,scarron-marquis-ridicule,0.007,scarron-marquis-ridicule,0.0024,FALSE,FALSE,FALSE,TRUE,TRUE
la-fontaine-eunuque,moliere-etourdi,0.0048,du-ryer-vendanges-de-suresnes,0.0073,corneillep-menteur,0.0024,FALSE,FALSE,FALSE,FALSE,FALSE
pousset-de-montauban-felicie,quinault-comedie-sans-comedie,0.0058,corneillep-place-royale,0.0077,rotrou-captifs,0.0024,FALSE,FALSE,FALSE,FALSE,FALSE
dancourt-renaud-armide,dancourt-colin-maillard,0.0054,dancourt-colin-maillard,0.0093,dancourt-colin-maillard,0.0024,TRUE,TRUE,TRUE,TRUE,TRUE
boursault-comedie-sans-titre,regnard-menechmes,0.0056,regnard-menechmes,0.0094,regnard-menechmes,0.0024,TRUE,TRUE,FALSE,FALSE,FALSE
plaute-aululaire,marolles-avaricieux,0.0049,marolles-avaricieux,0.0116,plaute-amphitryon,0.0024,FALSE,TRUE,FALSE,FALSE,TRUE
plaute-amphitryon,l-estoile-intrigue-des-filous,0.01,plaute-aululaire,0.0161,plaute-aululaire,0.0024,FALSE,FALSE,FALSE,TRUE,TRUE
la-thuilerie-soliman,racine-bajazet,0.0051,racine-bajazet,0.004,baro-clarimonde,0.0025,FALSE,TRUE,FALSE,FALSE,FALSE
racine-bajazet,la-thuilerie-soliman,0.0051,la-thuilerie-soliman,0.004,racine-andromaque-68,0.0025,FALSE,TRUE,FALSE,FALSE,TRUE
corneillep-agesilas,corneillep-surena,0.0041,corneillep-surena,0.0051,corneillep-tite,0.0025,FALSE,TRUE,TRUE,TRUE,TRUE
rotrou-antigone,rotrou-iphigenie,0.0046,rotrou-iphigenie,0.0053,rotrou-crisante,0.0025,FALSE,TRUE,TRUE,TRUE,TRUE
leclerc-iphigenie,gilbert-telephonte,0.0058,racine-iphigenie,0.0065,corneillep-rodogune,0.0025,FALSE,FALSE,FALSE,FALSE,FALSE
nadal-saul,lagrange-chancel-oreste,0.0071,nadal-herode,0.0072,nadal-herode,0.0025,FALSE,FALSE,FALSE,TRUE,TRUE
sophocle-ajax,sophocle-antigone,0.0061,sophocle-antigone,0.0079,sophocle-antigone,0.0025,TRUE,TRUE,TRUE,TRUE,TRUE
sophocle-antigone,sophocle-ajax,0.0061,sophocle-ajax,0.0079,sophocle-ajax,0.0025,TRUE,TRUE,TRUE,TRUE,TRUE
rotrou-crisante,la-calprenede-mort-mitrhidate,0.0062,guerin-de-bouscal-la-mort-de-brute-et-de-porcie,0.0086,rotrou-antigone,0.0025,FALSE,FALSE,FALSE,FALSE,TRUE
du-ryer-saul,du-ryer-scevole,0.0066,du-ryer-esther,0.0087,du-ryer-dynamis,0.0025,FALSE,FALSE,TRUE,TRUE,TRUE
boyer-federic,boyer-artaxerce,0.0082,boyer-artaxerce,0.0089,boyer-clotilde,0.0025,FALSE,TRUE,TRUE,TRUE,TRUE
cailhava-egoisme,cubieres-palmezeaux-mort-de-moliere-3a,0.0059,voltaire-envieux,0.0092,delavigne-comediens,0.0025,FALSE,FALSE,FALSE,FALSE,FALSE
delavigne-comediens,cubieres-palmezeaux-mort-de-moliere-4a,0.0088,cailhava-egoisme,0.0101,cailhava-egoisme,0.0025,FALSE,FALSE,FALSE,FALSE,FALSE
moliere-fourberies-de-scapin,moliere-avare,0.0061,moliere-medecin-malgre-lui,0.0103,moliere-avare,0.0025,FALSE,FALSE,TRUE,TRUE,TRUE
moliere-avare,la-motte-magnifique,0.0058,moliere-malade-imaginaire,0.0117,moliere-fourberies-de-scapin,0.0025,FALSE,FALSE,FALSE,TRUE,TRUE
boyer-clotilde,bernard-laodamie,0.0082,boyer-artaxerce,0.0118,boyer-federic,0.0025,FALSE,FALSE,FALSE,TRUE,TRUE
jacquelin-rougemont-l-amour-al-anglaise,plancher-verre-d-eau,0.0085,rousseau-narcisse,0.0149,marivaux-triomphe-plutus,0.0025,FALSE,FALSE,FALSE,FALSE,FALSE
marivaux-triomphe-plutus,marivaux-fausse-suivante,0.0077,voltaire-indiscret,0.0163,jacquelin-rougemont-l-amour-al-anglaise,0.0025,FALSE,FALSE,TRUE,FALSE,FALSE
lesage-turcaret,barquebois-rapiniere,0.0074,marivaux-seconde-surprise-de-l-amour,0.0167,dufresny-chevalier-joueur,0.0025,FALSE,FALSE,FALSE,FALSE,FALSE
dufresny-chevalier-joueur,poinsinet-cercle,0.0072,saint-just-petite-maison,0.0201,lesage-turcaret,0.0025,FALSE,FALSE,FALSE,FALSE,FALSE
moliere-femmes-savantes,moliere-ecole-des-maris,0.0054,moliere-misanthrope,0.0047,moliere-tartuffe,0.0026,FALSE,FALSE,TRUE,TRUE,TRUE
marivaux-serments-indiscrets,marivaux-petit-maitre-corrige,0.0034,marivaux-jeu-de-l-amour-et-du-hasard,0.0052,marivaux-triomphe-de-l-amour,0.0026,FALSE,FALSE,TRUE,TRUE,TRUE
deshoulieres-genseric,crebillon-semiramis,0.0042,crebillon-semiramis,0.006,lagrange-chancel-meleagre,0.0026,FALSE,TRUE,FALSE,FALSE,FALSE
voltaire-tancrede,voltaire-scythes,0.0048,voltaire-irene,0.0065,voltaire-agathocle,0.0026,FALSE,FALSE,TRUE,TRUE,TRUE
quinault-stratonice,corneillep-surena,0.0056,corneillep-surena,0.0074,boursault-germanicus,0.0026,FALSE,TRUE,FALSE,FALSE,FALSE
rotrou-don-lope-de-cardone,corneillep-cid,0.0066,rotrou-iphigenie,0.0074,corneillep-rodogune,0.0026,FALSE,FALSE,FALSE,TRUE,FALSE
moliere-amphitryon,corneillep-melite-33,0.0056,moliere-tartuffe,0.0075,moliere-etourdi,0.0026,FALSE,FALSE,FALSE,TRUE,TRUE
boursault-germanicus,corneillep-tite,0.0059,corneillep-surena,0.0079,quinault-stratonice,0.0026,FALSE,FALSE,FALSE,FALSE,FALSE
regnard-sapor,racine-phedre,0.0072,lagrange-chancel-meleagre,0.0081,la-thuilerie-hercule,0.0026,FALSE,FALSE,FALSE,FALSE,FALSE
palissot-ninus,chamfort-mustapha-zeangir,0.0051,gilbert-telephonte,0.0082,chamfort-mustapha-zeangir,0.0026,FALSE,FALSE,FALSE,FALSE,FALSE
dancourt-enfants-de-paris,dancourt-madame-artus,0.0055,dancourt-madame-artus,0.0084,marivaux-pere-prudent,0.0026,FALSE,TRUE,TRUE,TRUE,FALSE
ronsin-aretaphile,voltaire-tancrede,0.0062,cyrano-la-mort-d-agrippine,0.0087,piron-gustave-wasa,0.0026,FALSE,FALSE,FALSE,FALSE,FALSE
dancourt-vendanges-de-suresnes,dancourt-moulin-de-javelle,0.007,dancourt-charivari,0.0087,dancourt-renaud-armide,0.0026,FALSE,FALSE,TRUE,TRUE,TRUE
mareschala-genereuse-allemande-2,mareschala-genereuse-allemande,0.0056,mareschala-genereuse-allemande,0.0089,mareschala-soeur-valeureuse,0.0026,FALSE,TRUE,TRUE,TRUE,TRUE
voltaire-agathocle,voltaire-alzire,0.0056,voltaire-merope,0.009,voltaire-tancrede,0.0026,FALSE,FALSE,TRUE,TRUE,TRUE
piron-gustave-wasa,la-harpe-comte-de-warwick,0.0071,ronsin-aretaphile,0.009,ronsin-aretaphile,0.0026,FALSE,FALSE,FALSE,FALSE,FALSE
folard-themistocle,voltaire-sophonisbe,0.0067,poinsinet-ajax,0.0092,lagrange-chancel-oreste,0.0026,FALSE,FALSE,FALSE,FALSE,FALSE
moliere-dom-garcie-de-navarre,desfontaines-belisaire,0.0074,longepierre-la-mort-de-solon,0.0094,corneillep-don-sanche,0.0026,FALSE,FALSE,FALSE,FALSE,FALSE
marivaux-pere-prudent,legrand-famille-extravagante,0.0075,quinault-mere-coquette,0.0096,dancourt-enfants-de-paris,0.0026,FALSE,FALSE,FALSE,FALSE,FALSE
voltaire-indiscret,corneillep-suite-menteur,0.009,corneillep-menteur,0.0101,regnard-legataire,0.0026,FALSE,FALSE,FALSE,FALSE,FALSE
boissy-medecin-par-occasion,boissy-homme-du-jour,0.006,regnard-joueur,0.0107,boissy-rival-favorable,0.0026,FALSE,FALSE,TRUE,FALSE,TRUE
boissy-rival-favorable,corneillet-amour-a-la-mode,0.008,dorat-la-feinte-par-amour,0.0122,boissy-medecin-par-occasion,0.0026,FALSE,FALSE,FALSE,FALSE,TRUE
dancourt-folle-enchere,dancourt-bourgeoises-a-la-mode,0.0067,dancourt-fonds-perdus,0.0145,dancourt-parisienne,0.0026,FALSE,FALSE,TRUE,TRUE,TRUE
dancourt-impromptu-de-garnison,dancourt-diable-boiteux,0.0084,dancourt-prix-arquebuse,0.0147,dancourt-vendanges-de-suresnes,0.0026,FALSE,FALSE,TRUE,TRUE,TRUE
dancourt-chevalier-a-la-mode,dancourt-folle-enchere,0.0091,dancourt-diable-boiteux-suite,0.015,dancourt-fete-de-village,0.0026,FALSE,FALSE,TRUE,TRUE,TRUE
dancourt-parisienne,dufresny-faux-honnete-homme,0.0075,dancourt-foire-de-besons,0.0153,dancourt-folle-enchere,0.0026,FALSE,FALSE,FALSE,TRUE,TRUE
dancourt-fete-de-village,dancourt-retour-des-officiers,0.0066,dancourt-femme-d-intrigues,0.017,dancourt-chevalier-a-la-mode,0.0026,FALSE,FALSE,TRUE,TRUE,TRUE
corneillep-cinna-43,corneillep-cinna,0.0001,corneillep-cinna,0.0002,corneillep-cinna,0.0027,TRUE,TRUE,TRUE,TRUE,TRUE
corneillep-cinna,corneillep-cinna-43,0.0001,corneillep-cinna-43,0.0002,corneillep-cinna-43,0.0027,TRUE,TRUE,TRUE,TRUE,TRUE
moliere-misanthrope,moliere-tartuffe,0.0032,moliere-tartuffe,0.0041,moliere-tartuffe,0.0027,TRUE,TRUE,TRUE,TRUE,TRUE
desfontaines-eurimedon,desfontaines-veritable-semiramis,0.0034,desfontaines-veritable-semiramis,0.0046,baro-parthenie,0.0027,FALSE,TRUE,TRUE,TRUE,FALSE
rotrou-la-soeur,rotrou-captifs,0.0042,rotrou-captifs,0.005,corneillet-berger-extravagant,0.0027,FALSE,TRUE,TRUE,TRUE,FALSE
quinault-bellerophon,corneillet-antiochus,0.0053,corneillep-surena,0.0056,corneillet-ariane,0.0027,FALSE,FALSE,FALSE,FALSE,FALSE
voltaire-pelopides,voltaire-olympie,0.0039,voltaire-orphelin-de-la-chine,0.0059,voltaire-sophonisbe,0.0027,FALSE,FALSE,TRUE,TRUE,TRUE
gillet-deniaise,gillet-campagnard,0.0049,gillet-francion,0.006,regnard-democrite,0.0027,FALSE,FALSE,TRUE,TRUE,FALSE
scarron-heritier-ridicule,scarron-jodelet-dueliste,0.0052,scarron-jodelet-dueliste,0.0063,chevalier-pedagogue-amoureux,0.0027,FALSE,TRUE,TRUE,TRUE,FALSE
voltaire-irene,voltaire-tancrede,0.0054,voltaire-tancrede,0.0065,voltaire-tancrede,0.0027,TRUE,TRUE,TRUE,TRUE,TRUE
corneillet-berger-extravagant,cinq-auteurs-comedie-des-tuileries,0.0062,cinq-auteurs-comedie-des-tuileries,0.0066,rotrou-la-soeur,0.0027,FALSE,TRUE,FALSE,FALSE,FALSE
chappuzeau-armetzar,du-ryer-themistocle,0.006,du-ryer-cleomedon,0.0067,du-ryer-cleomedon,0.0027,FALSE,FALSE,FALSE,FALSE,FALSE
desjardins-manlius,boyer-mort-enfants-brute,0.0052,boyer-mort-enfants-brute,0.0068,crebillon-triumvirat,0.0027,FALSE,TRUE,FALSE,FALSE,FALSE
ouville-soupcons,brosse-aveugle-clairvoyant,0.0048,brosse-aveugle-clairvoyant,0.0074,la-fontaine-eunuque,0.0027,FALSE,TRUE,FALSE,FALSE,FALSE
boyer-jeune-marius,longepierre-la-mort-de-solon,0.0067,crebillon-pyrrhus,0.0081,leclerc-iphigenie,0.0027,FALSE,FALSE,FALSE,FALSE,FALSE
fabre-d-eglantine-augusta,desjardins-manlius,0.0063,nadal-herode,0.0083,nadal-mariamne,0.0027,FALSE,FALSE,FALSE,FALSE,FALSE
rousseau-narcisse,moliere-ecole-des-maris,0.0056,cerou-amant-auteur,0.0087,cerou-amant-auteur,0.0027,FALSE,FALSE,FALSE,FALSE,FALSE
cerou-amant-auteur,rousseau-narcisse,0.0057,rousseau-narcisse,0.0087,rousseau-narcisse,0.0027,TRUE,TRUE,FALSE,FALSE,FALSE
voltaire-sophonisbe,corneillep-mort-pompee,0.0065,voltaire-rome-sauvee,0.0088,voltaire-pelopides,0.0027,FALSE,FALSE,FALSE,TRUE,TRUE
voltaire-merope,voltaire-oreste,0.0049,voltaire-agathocle,0.009,voltaire-agathocle,0.0027,FALSE,FALSE,TRUE,TRUE,TRUE
moliere-medecin-malgre-lui,moliere-malade-imaginaire,0.0078,moliere-fourberies-de-scapin,0.0103,moliere-malade-imaginaire,0.0027,FALSE,FALSE,TRUE,TRUE,TRUE
moliere-malade-imaginaire,moliere-medecin-malgre-lui,0.0078,moliere-avare,0.0117,moliere-medecin-malgre-lui,0.0027,FALSE,FALSE,TRUE,TRUE,TRUE
quinault-armide,quinault-amadis,0.008,quinault-proserpine,0.0125,corneillet-medee,0.0027,FALSE,FALSE,TRUE,TRUE,FALSE
corneillet-medee,quinault-amadis,0.0069,campistron-achille,0.0129,quinault-armide,0.0027,FALSE,FALSE,FALSE,FALSE,FALSE
pg-amour,dorat-celibataire,0.008,cubieres-palmezeaux-mort-de-moliere-3a,0.0129,voltaire-indiscret,0.0027,FALSE,FALSE,FALSE,FALSE,FALSE
regnard-serenade,dancourt-enfants-de-paris,0.0086,hauteroche-cocher-suppose,0.014,jacquelin-rougemont-l-amour-al-anglaise,0.0027,FALSE,FALSE,FALSE,FALSE,FALSE
alain-legrand-epreuve-reciproque,andrieux-le-reve-du-mari,0.0083,marivaux-fausses-confidences,0.0145,genlis-amant-anonyme,0.0027,FALSE,FALSE,FALSE,FALSE,FALSE
becque-corbeaux,becque-enlevement,0.0107,becque-enlevement,0.0154,becque-enlevement,0.0027,TRUE,TRUE,TRUE,TRUE,TRUE
becque-enlevement,becque-corbeaux,0.0107,becque-corbeaux,0.0154,becque-corbeaux,0.0027,TRUE,TRUE,TRUE,TRUE,TRUE
musset-fantasio,musset-barberine,0.0094,musset-barberine,0.0159,musset-lorenzaccio,0.0027,FALSE,TRUE,TRUE,TRUE,TRUE
musset-lorenzaccio,musset-fantasio,0.0102,musset-fantasio,0.0181,musset-fantasio,0.0027,TRUE,TRUE,TRUE,TRUE,TRUE
campistron-arminiusc,campistron-phocion,0.0031,campistron-phocion,0.0035,campistron-phocion,0.0028,TRUE,TRUE,TRUE,TRUE,TRUE
campistron-phocion,campistron-arminiusc,0.0031,campistron-arminiusc,0.0035,campistron-arminiusc,0.0028,TRUE,TRUE,TRUE,TRUE,TRUE
corneillep-pertharite,corneillep-rodogune,0.0042,corneillep-surena,0.005,corneillep-heraclius,0.0028,FALSE,FALSE,TRUE,TRUE,TRUE
baro-clorise,tristan-mort-de-chrispe,0.0047,sallebray-l-amante-ennemie,0.0052,corneillep-veuve-34,0.0028,FALSE,FALSE,FALSE,FALSE,FALSE
racine-berenice,racine-britannicus,0.0058,racine-bajazet,0.0059,racine-mithridate,0.0028,FALSE,FALSE,TRUE,TRUE,TRUE
boursault-mort-vivant,quinault-les-rivales,0.0059,moliere-depit-amoureux,0.006,moliere-depit-amoureux,0.0028,FALSE,FALSE,FALSE,FALSE,FALSE
racine-mithridate,de-caux-marius,0.0052,racine-iphigenie,0.0062,racine-berenice,0.0028,FALSE,FALSE,FALSE,TRUE,TRUE
racine-iphigenie,racine-andromaque,0.0054,racine-mithridate,0.0062,racine-britannicus,0.0028,FALSE,FALSE,TRUE,TRUE,TRUE
corneillep-illusion-comique,du-ryer-lisandre-caliste,0.0048,sallebray-l-amante-ennemie,0.0075,corneillep-galerie-du-palais,0.0028,FALSE,FALSE,FALSE,FALSE,TRUE
scarron-prince-corsaire,gilbert-telephonte,0.0066,racine-thebaide-64,0.0077,leclerc-iphigenie,0.0028,FALSE,FALSE,FALSE,FALSE,FALSE
racine-britannicus,racine-berenice,0.0058,racine-bajazet,0.0078,racine-iphigenie,0.0028,FALSE,FALSE,TRUE,TRUE,TRUE
voltaire-rome-sauvee,voltaire-sophonisbe,0.0066,voltaire-sophonisbe,0.0088,voltaire-brutus,0.0028,FALSE,TRUE,TRUE,TRUE,TRUE
quinault-fantome-amoureux,quinault-genereuse-ingratitude,0.0069,quinault-comedie-sans-comedie,0.0091,quinault-les-rivales,0.0028,FALSE,FALSE,TRUE,TRUE,TRUE
musset-barberine,sand-moliere,0.0081,sand-moliere,0.0093,regnard-filles-errantes,0.0028,FALSE,TRUE,FALSE,FALSE,FALSE
voltaire-brutus,voltaire-sophonisbe,0.0075,voltaire-mort-de-cesar,0.0094,voltaire-rome-sauvee,0.0028,FALSE,FALSE,TRUE,TRUE,TRUE
scarron-ecolier-de-salamanque,scarron-marquis-ridicule,0.0078,scarron-dom-japhet-d-armenie,0.0097,scarron-marquis-ridicule,0.0028,FALSE,FALSE,TRUE,TRUE,TRUE
euripide-electre,euripide-andromaque,0.0039,euripide-andromaque,0.0103,euripide-helene,0.0028,FALSE,TRUE,TRUE,TRUE,TRUE
saurin-spartacus,voltaire-tancrede,0.0074,folard-themistocle,0.0103,arnault-lucrece,0.0028,FALSE,FALSE,FALSE,FALSE,FALSE
euripide-helene,euripide-andromaque,0.0078,euripide-electre,0.0107,euripide-electre,0.0028,FALSE,FALSE,TRUE,TRUE,TRUE
quinault-les-rivales,boursault-mort-vivant,0.0059,romagnesi-riccoboni-sauvages,0.011,quinault-fantome-amoureux,0.0028,FALSE,FALSE,FALSE,FALSE,TRUE
musset-le-chandelier,brohan-compter-sans-son-hote,0.0076,regnard-coquette,0.0123,regnard-filles-errantes,0.0028,FALSE,FALSE,FALSE,FALSE,FALSE
arnault-lucrece,desjardins-manlius,0.0057,lagrange-chancel-oreste,0.0124,saurin-spartacus,0.0028,FALSE,FALSE,FALSE,FALSE,FALSE
dancourt-retour-des-officiers,dancourt-foire-de-besons,0.0063,dancourt-vendanges-de-suresnes,0.0134,dancourt-gazette,0.0028,FALSE,FALSE,TRUE,TRUE,TRUE
fagan-pupille,cerou-amant-auteur,0.0071,colle-l-amant-anonyme,0.0135,cerou-amant-auteur,0.0028,FALSE,FALSE,FALSE,FALSE,FALSE
marivaux-denouement-imprevu,marivaux-epreuve,0.0071,regnard-serenade,0.0145,marivaux-meprise,0.0028,FALSE,FALSE,TRUE,FALSE,TRUE
marivaux-surprise-de-l-amour,marivaux-fausse-suivante,0.0046,marivaux-sinceres,0.0149,marivaux-sinceres,0.0028,FALSE,FALSE,TRUE,TRUE,TRUE
regnard-bal,regnard-attendez-sous-l-orme,0.0164,regnard-distrait,0.017,regnard-joueur,0.0028,FALSE,FALSE,TRUE,TRUE,TRUE
corneillet-camma,corneillet-stlicon,0.0038,corneillet-stlicon,0.0039,corneillet-antiochus,0.0029,FALSE,TRUE,TRUE,TRUE,TRUE
campistron-alcibiade,campistron-andronic,0.0034,campistron-phocion,0.0041,campistron-arminiusc,0.0029,FALSE,FALSE,TRUE,TRUE,TRUE
montchretien-david,montchretien-carthaginoise,0.0037,montchretien-carthaginoise,0.0052,montchretien-aman,0.0029,FALSE,TRUE,TRUE,TRUE,TRUE
du-ryer-vendanges-de-suresnes,corneillep-suite-menteur,0.004,corneillep-galerie-du-palais,0.0052,gillet-francion,0.0029,FALSE,FALSE,FALSE,FALSE,FALSE
cinq-auteurs-aveugle-de-smyrne,rotrou-amelie,0.0052,boisrobert-rivaux-amis,0.0052,pousset-de-montauban-felicie,0.0029,FALSE,FALSE,FALSE,FALSE,FALSE
voltaire-scythes,voltaire-tancrede,0.0048,voltaire-orphelin-de-la-chine,0.0057,voltaire-fanatisme,0.0029,FALSE,FALSE,TRUE,TRUE,TRUE
gresset-edouard-iii,campistron-phocion,0.0044,la-chapelle-zaide,0.006,voltaire-irene,0.0029,FALSE,FALSE,FALSE,FALSE,FALSE
